Name,Arabic Name,Variant,Content
Fareeq,فَرِيْق,N/A,"Fareeq is an Arabic name for boys that means “group”, “band”, “crew”. It is also a high officer rank in the military, usually synonymous with “lieutenant general” in English."
Farhaat,فرحات,N/A,"Farhaat is an indirect Quranic name for boys that means “happy event”, “joyous time”. It is derived from the F-R-H6 root which is used in many places in the Quran."
Farhan,فَرحان,N/A,"Farhan is an indirect Quranic name for boys that means “happy”, “joyous”, “rejoicing”. It is derived from the F-R-H6 root which is used in many places in the Quran."
Farhatullah,فَرْحة الله,N/A,"Farhatullah is an Arabic name for boys that means “happiness that comes from God”, “joy from God”."
Farhi,فَرْحى,N/A,"Farhi is an Arabic name for boys that means “happy”, “joyous”, “content”."
Farhiyyan,فَرْحيّان,N/A,"Farhiyyan is an Arabic name for boys that means “happy”, “content”."
Farih,فَارِح,N/A,"Farih is an Arabic name for boys that means “happy”, “full of joy”."
Farmanullah,فَرْمَان الله,N/A,"Farmanullah is an Persian-Arabic name for boys that means “God’s command”, “God’s commandment”, from the Persian word Farman (“command”) and the Arabic word Allah (“God”)."
Farood,فَرُود,N/A,"Farood is an Arabic name for boys that means “unique”, “peerless”, “singular”."
Farrad,فَرّاد,N/A,"Farrad is an Arabic name for boys that means “one who has his own way of thinking”, “one who has unique opinions”. It also means “jeweler”, a person who sells jewelry."
Farraj,فَرَّاج,N/A,"Farraj is an Arabic name for boys that means “happy”, “joyous”, “jubilant”."
Farrajuddin,فَرَّاج الدين,N/A,"Farrajuddin is an Arabic name for boys that means “one who is cause for the removal of sadness/worry from the faith”, a person whose work and achievements bring joy to the Muslims."
Farrooh,فَرُّوح,N/A,"Farrooh is an Arabic name for boys that means “happy”, “joyful”."
Faruq,فَارُوْق,N/A,"Faruq is an indirect Quranic name for boys that means “able to differentiate between truth and falsehood”. It is the nickname of Umar ibn al-Khattab, who was a close companion of the Prophet Muhammad, peace and blessings of Allah upon him and his companions."
Farwan,فَرْوَان,N/A,"Farwan is an indirect Quranic name for boys that means “wealthy”, “living in abundance”. It is derived from the F-R-A (“to create”, “to invent”, “fur”, “covering”) which is used in many places in the Quran."
Faseeh,فَصِيح,N/A,"Faseeh is an Arabic name for boys that means “fluent”, “eloquent”."
Fath,فَتْح,N/A,"Fath is an Arabic name for boys that means “guidance”. It also means “beginning”. It also means “conquest”. Note that the “t” and the “h” are pronounced separately, they do not form a sound together."
Fathan,فَتْحَان,N/A,Fathan is an Arabic name for boys that means “guide”. It also means “conqueror”.
Fathi,فَتْحِيّ,N/A,"Fathi is an Arabic name for boys that means “one who guides others”, “one who begins”."
Fathuddin,فَتْح الدين,N/A,"Fathuddin is an Arabic name for boys that means “guidance of the faith”, “beginning of the faith”, “conquest of the faith”, meaning someone who is a supporter of Islam and who guides others."
Fathullah,فَتْح الله,N/A,"Fathullah is an Arabic name for boys that means “God’s guidance”, “God’s help and support”."
Fatih,فَاتِح,N/A,"Fatih is an Arabic name for boys that means “conqueror”, “initiator”, “originator”. It is the title of Sultan Muhammad, the Ottoman ruler who conquered Constantinople and ended the Eastern Roman Empire."
Fatihi,فَاتِحِيّ,N/A,"Fatihi is an Arabic name for boys that means “conqueror”, “originator”. It is the attributive form of Fatih."
Fatooh,فَتّوح,N/A,"Fatooh is an Arabic name for boys that means “one who guides others”. It also means “one who conquers”, “one who triumphs”."
Fattah,فَتَّاح,N/A,"Fattah is an Arabic name for boys that means “conqueror”, “victor”. It is also one of the names of God meaning “the one who opens the doors of mercy to His servants”. Even though this is a name of God, it is acceptable to use for humans (similar to Ali, which is also a name of God), since its meaning is not specific to God."
Fawaz,فَوّاز,N/A,"Fawaz is an indirect Quranic name for boys that means “winner”, “successful”. It is derived from the F-W-Z (“to win”, “to be successful”) root which is used in many places in the Quran."
Fawiz,فَاوز,N/A,"Fawiz is an Arabic name for boys that means “successful”, “winner”."
Fawzan,فوزان,N/A,"Fawzan is an indirect Quranic name that means “successful”, “victorious”. Fawzan it is derived from the F-W-Z root which is used in many places in the Quran such as in Surat al-Ma’idah:"
Fayek,فائق,N/A,"Fayek is an indirect Quranic name for boys that means “extraordinary”, “sublime”, “excellent”. It is derived from the F-W-Q root (to be better, above, over, superior) which is used in many places in the Quran."
Fayid,فَايِد,N/A,"Fayid is an Arabic name for boys that means “winner”, “benefiter”."
Fayyaz,فيّاض,N/A,"Fayyaz is an indirect Quranic name for boys that means “constant doer of good deeds”, “giver of great charity”. It is derived fro the F-Y-DHAD- Quranic root (overflow, flood), being an idiom for a person from whom charity and good deeds come in great numbers. The Prophet, peace and blessings of Allah upon him and his companions, used Fayyaz as a nickname for Talha bin Ubaidullah after Talha bought a water well and gave it away to people for charity."
Fazeel,فَضِيل,N/A,"Fazeel is an Arabic name for boys that means “excellent”, “praiseworthy”, “generous”."
Fazil,فَاضِل,N/A,"Fazil is an Arabic name for boys that means “excellent”, “generous”, “praiseworthy”, “righteous”, “superior”, “virtuous”. It is derived from the F-DHAD-L Quranic root."
Fazl,فَضْل,N/A,"Fazl is an Arabic name for boys that means “courtesy”, “noble deed”, “superiority”. It is a word that is used 84 times in the Quran."
Fazli,فَضْليّ,N/A,"Fazli is an Arabic name for boys that means “excellent”, “praiseworthy”, “generous”."
Fazluddin,فَضْل الدين,N/A,"Fazluddin is an Arabic name for boys that means “excellence of the faith”, “superiority of the faith”, meaning the person named such is a righteous person."
Fazlullah,فَضْل الله,N/A,"Fazlullah is an Arabic name for boys that means “God’s bounty”, “God’s excellence”, “God’s generosity”, meaning that the person named such is a gift from God."
Fazlurrahman,فَضْل الرحمان,N/A,"Fazlurrahman is an Arabic name for boys that means “God’s bounty”, “God’s excellence”, “God’s generosity”, meaning that the person named such is a gift from God. ar-Rahman is a synonym of Allah (“God”) and literally means “the most majestic”, “the most merciful”."
Ferasat,فراست,N/A,"Ferasat is a Persian and Urdu name for boys that means “keenness”, “acumen”, “vision”, “foresight and wisdom in planning”."
Firwad,فِرْوَاد,N/A,"Firwad is an Arabic name for boys that means “independent-minded”, “unique in his opinions”."
Fuad,فُؤاد,N/A,"Fuad is a direct Quranic name for boys that means “heart”, “conscience”, it refers to a person’s ability to feel love and compassion for others. Fuad is used five times in the Quran."
Fuhaim,فُهَيْم,N/A,"Fuhaim is an Arabic name for boys that means “understanding”, “comphrehending”, “intelligent”."
Fulaih,فُلَيْح,N/A,Fulaih is an Arabic name for boys that means “successful”.
Fulaihan,فُلَيْحان,N/A,Fulaihan is an Arabic name for boys that means “successful”.
Furaij,فُرَيْج,N/A,"Furaij is an Arabic name for boys that means “relief”, “removal of fear and sadness”."
Furud,فُرُود,N/A,"Furud is an Arabic name for boys that means “uniqueness”, “singularity”."
Futaih,فُتَيْح,N/A,"Futaih is an Arabic name for boys that menas “guidance”. It also means “conquest”. It also means “beginning”, “start”."
Futooh,فُتُوح,N/A,"Futooh is an Arabic name for boys that means “conquests”, “victories”."
Fuzail,فُضَيْل,N/A,"Fuzail is an Arabic name for boys that means “excellent”, “praiseworthy”, “generous”."
Fuzailan,فُضَيْلان,N/A,"Fuzailan is an Arabic name for boys that means “excellent”, “praiseworthy”, “generous”."
Fuzzal,فُضَّل,N/A,"Fuzzal is an Arabic name for boys that means “excellent”, “praiseworthy”, “righteous”, “generous”. It is the plural of Fazil."
Ghaanim,غَانِم,N/A,Ghaanim is an Arabic name for boys that means “winner”.
Ghadeer,غَدِير,N/A,Ghadeer is an Arabic name for boys “small stream”. It also means “a spring from which a small stream flows”.
Ghadi,غَادِيّ,N/A,"Ghadi is an Arabic name for boys that means “early riser”, one who gets up early in the morning."
Ghaffari,غَفَّارِي,N/A,"Ghaffari is an Arabic name for boys that means “forgiver”, “forgiving”."
Ghafir,غَافِر,N/A,"Ghafir is an Arabic name for boys that means “forgiver”, “pardoner”."
Ghafiri,غَافرِي,N/A,"Ghafiri is an Arabic name for boys that means “forgiving”, “one who pardons”."
Ghafr,غَفْر,N/A,"Ghafr is an Arabic name for boys that means “forgiveness”, “pardon”."
Ghafur,غَفُوْر,N/A,Ghafur is an Arabic name for boys that means “forgiving’. Ghafur is a word that is used 91 times in the Quran.
Ghafuri,غَفُورِيّ,N/A,"Ghafuri is an Arabic name for boys that means “forgiving”, “pardoning”."
