Name,Arabic Name,Variant,Content
Ghaddaa,غَدَّاء,N/A,"Ghaddaa is an Arabic name for girls that means “one who leaves between dawn and sunrise”, i.e. one who leaves early, for example for work."
Ghadiya,غَادِيَة,N/A,"Ghadiya  is an Arabic name for girls that means “early riser”, one who gets up early in the morning. It also means “early morning rain clouds”, and “early morning rain”."
Ghaffara,غَفَّارَة,N/A,"Ghaffara is an Arabic name for girls that means “very forgiving”, one who always forgives and pardons others."
Ghafira,غَافِرَة,N/A,"Ghafira is an Arabic name for boys that means “forgiver”, “pardoner”."
Ghaisat,غيثت,N/A,"Ghaisat is the Turkish form of the Arabic name Ghaisah which means “rain”, especially a good rain that brings life to dry land."
Ghalia,غَالِيَة,N/A,"Ghalia is an Arabic name for girls that means “dear”, “respected”, “highly regarded”."
Ghaliaa,غَالِيا,N/A,"Ghaliaa is an Arabic name for girls that means “precious”, “valuable”. It is a variant of Ghaliyah."
Ghaliba,غَالِبَة,N/A,"Ghaliba is an Arabic name for girls that means “victor”, a person who wins a fight or competition."
Ghania,غَنِيَّة,N/A,"Ghania is an indirect Quranic name for girls that means “rich”, “prosperous” , “self-sufficient”, “needless”. It is derived from the GH-N-A Quranic root which is used in many places in the Quran."
Ghawani,غَوانِي,N/A,"Ghawani is an Arabic name for girls that means “beautiful”, “needless”."
Ghaysaa,غَيْثَاء,N/A,"Ghaysaa is an Arabic name for girls that means “a land where rain has recently fallen”, especially an area that had a strong need for rain."
Ghaysah,غَيْثَة,N/A,"Ghaysah is an Arabic name or girls that means “rain”, especially a rain that brings good and rescues a dry land."
Ghazaal,غزال,N/A,"Ghazaal is an indirect Quranic name for girls that means “young gazelle”, “female gazelle”, and gazelles in general. It is the source for the English word gazelle. The gazelle is admired for its intelligence, beauty and elegant movement. Ghazaal is derived from the Gh-Z-L root (yarn, love-speak, gazelle) which is used in the Quran in Surat an-Nahl:"
Ghazal,غَزَلْ,N/A,"Ghazal (not to be confused with Ghazaal) is an indirect Quranic name for girls that means love poem, or any poetry expressing strong emotion. It also means anything said in a sweet and melodious voice, affecting the person who hears it. It is derived from the Gh-Z-L root (yarn, love-speak, gazelle)which is used in the Quran in Surat an-Nahl:"
Ghazalaat,غَزَالات,N/A,Ghazalaat is an Arabic name for girls that means “gazelles”. It is the plural of Ghazalah. It also means “the sun at the time of its rising”.
Ghazalah,غَزَالة,N/A,Ghazalah is an Arabic name for girls that means “female gazelle”. It also means “the sun when it has just come up” and “the time soon after sunrise”
Ghazia,غَازِيَة,N/A,"Ghazia is an Arabic name for girls that means “warrior”, “fighter”."
Ghazulah,غَزُولَة,N/A,"Ghazulah is an Arabic name for girls that means “spindle”, a handheld tool that women use to spin yarn (to make threads out of wool and other materials)."
Ghizlan,غِزْلان,N/A,Ghizlan is an Arabic name for girls that means “gazelles”. It is the plural of Ghazaal.
Ghudwah,غُدْوَة,N/A,"Ghudwah is an Arabic name for girls that means “early morning”, the time between dawn and sunrise."
Ghufrah,غُفْرة,N/A,Ghufrah is an Arabic name for girls that means “female baby mountain goat”.
Ghuraibah,غُرَيْبَة,N/A,"Ghuraibah is an Arabic name for girls that means “gold”, “silver”."
Golnisa,گل‌نسا,N/A,"Golnisa is a Persian name for girls that means “flower among women”, thus meaning “the most beautiful woman among women”."
Hababah,حَبَّابة,N/A,"Hababah is an Arabic name for girls that means “loving”, “affectionate”."
Habibah,حَبِيبَة,N/A,Habibah is an Arabic name for girls that means “beloved”.
Habibiyyah,حَبيبيّة,N/A,"Habibiyyah is an Arabic name for girls that means “beloved”, “loving”."
Habiyyah,هَبِيَّة,N/A,Habiyyah is an Arabic name for girls that means “little girl”.
Habriyah,حَبْريَّة,N/A,"Habriyah is an Arabic name for girls that means “blessed”, “virtuous”, “knowledgeable”."
Hadahid,هَدَاهِد,N/A,"Hadahid is an Arabic name for girls that means “hoopoes”, the plural of Hudhud (“hoopoe”), which is a colorful bird mentioned in the Quran in the story of Prophet Sulaiman (Solomon son of David), peace be upon him."
Hadfah,هَدْفة,N/A,"Hadfah is an Arabic name for girls that means “aim”, “target”."
Hadiqah,حَدِيقَة,N/A,"Hadiqah is an Arabic name for girls that means “garden”. While the word is not mentioned in the Quran in its singular form, its plural Hadaaaiq is mentioned three times."
Hadiya,هادية,N/A,Hadiya is the feminine variant of the Quranic name Hadi. It means a woman who guides people toward as-Sirat al-Mustaqeem (the Straight Path). Please refer to Hadi for more details on this name.
Hafifah,حَفِيفَة,N/A,"Hafifah is an Arabic name for girls that means “rustle”, “swish”, the sound of wind moving through trees."
Hafizah,حَفِيظَة,N/A,Hafizah is an Arabic name for girls that means “protector”.
Hajirah,هَاجِرَة,N/A,Hajirah is an indirect Quranic name for girls that means “midday heat”. It is derived from the H26-J-R Quranic root.
Hajraa,هَجْرَاء,N/A,"Hajraa is an indirect Quranic name for girls that means “independent”, “needless”. It is derived from the H26-J-R Quranic root."
Hakeema,حَكِيْمَةٌ,N/A,"Hakeema is the feminine version of the Quranic name Hakeem, it means a woman who is wise, insightful, and decisive. Please refer to Hakeem for more information on this name."
Halaat,حَلاة,N/A,"Halaat is an Arabic name for girls that means “sword gems”, gems that decorate a sword handle."
Haliyah,حَالِيَة,N/A,Haliyah is an Arabic name for girls that means “adorned with jewellery”.
Hallamah,حَلَّامة,N/A,"Hallamah is an Arabic name for girls that means “forbearing”, “enduring”, “patient”. It also means “dreamer”."
Hallumah,حَلُّومَة,N/A,"Hallumah is an Arabic name for girls that means “forbearing”, “enduring”, “patient”."
Hamamah,حَمَامَة,N/A,"Hamamah is an Arabic name for girls that means “dove”, “pigeon”. Figuratively it means “beautiful”."
Hamda,حمداء,N/A,"Hamda is the feminine version of the name ‘Ahmad’ and has the exact same meaning as ‘Muhammad’: A person in which praiseworthy traits are abundant, or one who deserves constant praise due to their good character."
Hamdanah,حَمْدَانة,N/A,"Hamdanah is an Arabic name for girls that means “praise”. It also means “one who praises”, “one who praises God”."
Hamdiya,حمديّة,N/A,"Hamdiya is an indirect Quranic name for girls that means “praiseworthy”, “admirable”, “noble”. Hamdiya is derived from the H6-M-D root which is used in many places in the Quran and is the root for common names like Muhammad and Ahmad."
Hameda,حامدة,N/A,"Hameda is an indirect Quranic name for girls that means “thankful”, “woman who praises Allah often”. It is derived from the H6-M-D root which is very common in the Quran and is the root for other names like Muhammad and Ahmad."
Hameeda,حميدة,N/A,"Hameeda is an indirect Quranic name for girls that means “girl/woman who thanks Allah often”, “thankful girl/woman”. It is derived from the H6-M-D root which is very common in the Quran and is the root for many other common names."
Hamimah,حَمِيمَة,N/A,"Hamimah is an Arabic name for girls that means “devoted”, “loyal”."
Hammadiyyah,حَمَّادِية,N/A,"Hammadiyyah is an Arabic name for girls that means “praiseworthy”. It can also mean “one who praises”, “one who praises God”."
Hammudah,حَمُّودة,N/A,Hammudah is an Arabic name for girls that means “praiseworthy”.
Hamraa,حَمْرَاء,N/A,"Hamraa is an Arabic name for girls that means “white-skinned”, “fair”."
Hamyaa,حَمْيَاء,N/A,"Hamyaa is an Arabic name for girls that means “protector”, “defender”."
Hanaa,هناء,N/A,"Hanaa is an indirect Quranic name for girls meaning “happiness”, “joy”, “peace”. It is derived from the H-N-HAMZ root which is used in a number of places in the Quran:"
Haneen,حَنين,N/A,"Haneen is an indirect Quranic name for girls meaning strong love, longing, desire, nostalgia. It is derived from the H6-N-N root which is used in chapter 19 of the Quran:"
Hanifaa,حَنِيفَا,N/A,"Hanifaa is an Arabic name for girls that means “monotheist”, a person who believes in the oneness of God and is a devoted believer. It a phonetic variant of Hanifah."
Hanifah,حَنِيفَة,N/A,"Hanifah is an Arabic name for girls that means “monotheist” (one who believes in the oneness of God), “devoted believer”."
Hanifiyyah,حَنِيفِيَّة,N/A,"Hanifiyyah is an Arabic name for girls that means “monotheism” (belief in the oneness of God), “pure religion”."
Haniya,هانية,N/A,Haniya is an indirect Quranic name for girls. It means a child who enters happiness into the hearts of her parents. It also means one who lives a happy and peaceful life.
Haniyya,هنيّة,N/A,"Haniyya is an indirect Quranic name for girls that means “happy”, “delighted”. It is derived from the H-N-HAMZ root which is used in a number of places in the Quran:"
Hannah,حَنَّة,N/A,"Hannah is an indirect Quranic name for girls. It means loving, kind, sympathetic. The name’s origins come from the ancient Hebrew/Aramaic root H6-N-N, which is probably the same root for the name Yohanan (Hebrew for the Western name John/Johannes, which is the name of Prophet Yahya in the Bible). Interestingly, this root is only used once in the Quran, when speaking of Prophet Yahya/John in Surat Maryam:"
Hannanah,حَنَّانَة,N/A,"Hannanah is an Arabic name for girls that means “affectionate”, “sympathetic”, “caring”, “tender”."
Hannufah,حَنُّوفة,N/A,"Hannufah is an Arabic name for girls that means “monotheist”, a person who belongs in the oneness of God. It also means “one who belongs to the Hanafi School of Jurisprudence”, which is one of the four major schools of Sunni Islam."
